query_or_cluster	ownership_type	primary_owner_sku	supporting_skus	competing_skus	overlap_risk	ownership_reason	manual_review_required
оберег в кошелек овен	FAMILY_SHARED	2186850644;2271251938		2186850644;2271251938	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
оберег в машинк	FAMILY_SHARED		1720124782		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машинку	FAMILY_SHARED		2186846833		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину	STORE_GENERIC		1602715556;1602717077;1602722942;1611643847;1611695246;1623753672;1629493686;1629553898;1630033296;1630040194;1636041142;1636048691;1640251697;1640264403;1640306007;1640326205;1640334195;1640337426;1720124782;1720131759;1720137256;1720141903;1720144370;1720147059;1720148880;1720151850;1720153914;1720160556;1720161841;1943215793;2183808182;2183921966;2183985513;2184098058;2184133137;2184153852;2184168890;2184199958;2184234912;2184932293;2186766628;2186802133;2186836116;2186839757;2186843798;2186846833;2186848313;2186850644;2186852750;2186856503;2186857668;2186865070;2271210394;2271219774;2271234726;2271246783;2271251938;2271262133;2271270261;2271275793;2271285786;2271292556;2326866320;2559437928;2559748332;2559817779		LOW	0 exact/strong owner(s); 66 family/generic supporting relation(s).	NO
оберег в машину види сердца	FAMILY_SHARED		2186857668		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину для рака мужской	FAMILY_SHARED		1720153914		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину женский	STORE_GENERIC		1602722942;1640264403;1720153914;2186846833		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
оберег в машину или просто украшиение	FAMILY_SHARED		1720155616		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину колаврат	STORE_GENERIC		1611695246;1640264403		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину машину на зеркало	FAMILY_SHARED		2271285786		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину мужской	STORE_GENERIC		1602715556;1943215793;2184199958;2271275793		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
оберег в машину мужской на зеркало	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину мужской сынуподвеска на зеркало	FAMILY_SHARED		2271270261		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину мусульманский наклейка	FAMILY_SHARED		1630040194		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину мусульманский четки	FAMILY_SHARED		2186846833;2271188511		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину на зеркало	STORE_GENERIC		1629493686;2184098058		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину на зеркало в салон	FAMILY_SHARED		2184133137		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину на зеркало женский	STORE_GENERIC		1602722942;1623753672;1640264403;1640306007;1720144370;1720160556;2186848313;2186856503;2271210394;2271275793		LOW	0 exact/strong owner(s); 10 family/generic supporting relation(s).	NO
оберег в машину на зеркало из кожи	FAMILY_SHARED		1640276582		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину на зеркало прикольный	FAMILY_SHARED		1629553898		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину на зеркало славянский	FAMILY_SHARED		1630040194;2184133137		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину на руль	FAMILY_SHARED		1640306007		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину от гибдд прикольный	FAMILY_SHARED		2186836116;2271262133		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину от гибдд фига	FAMILY_SHARED		1720151850;2186766628		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег в машину от дерева жизни на зеркало	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег в машину от поломки позолота	FAMILY_SHARED		1943215793		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину под вышивку	FAMILY_SHARED		1630033296		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину православный	SKU_SPECIFIC	1943215793			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег в машину православный мал	SKU_SPECIFIC	1943215793			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег в машину славянский	FAMILY_SHARED		1630040194;1636041142;1640264403;1640306007;2183808182;2184199958		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
оберег в машину славянский на деньги	FAMILY_SHARED		1640264403		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину со знаком зодиака водолей	SKU_SPECIFIC	2186846833			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег в машину талисман удачи автодомовой	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег в машину тойота	FAMILY_SHARED		2559817779		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в машину ч кпп туз	FAMILY_SHARED		2186852750		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег в мвшину	FAMILY_SHARED		1602722942		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег велес	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег велеса	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег воздуха славянский	FAMILY_SHARED		1640306007		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег ворон	FAMILY_SHARED		1611695246		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег ворон в компасе	FAMILY_SHARED		2271240621		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег даж бога	FAMILY_SHARED		2184932293		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег дерево	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег деревянный	FAMILY_SHARED		1720147059;2186796339;2271285786		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
оберег для авто	STORE_GENERIC		1640264403;1640326230;2186796339		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
оберег для автомобиля	STORE_GENERIC		2184153852;2271234726		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег для автомобиля для автомобиля	FAMILY_SHARED		1640276582;2184133137		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег для автомобиля женский на зеркало	FAMILY_SHARED		1720151850		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для автомобиля на зеркало	STORE_GENERIC		1720155616;1943215793;2184153852;2186850644		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
оберег для близнецов	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
оберег для водителя в машину	STORE_GENERIC		1640326205;2559817779		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег для воина	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег для дева	FAMILY_SHARED	2186843798;2186865070		2186843798;2186865070	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
оберег для девы женский на шею	FAMILY_SHARED		2186843798		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для дома	FAMILY_SHARED		1636048691;1640251697;1640334195;1842444165;2184153852;2184234912;2559437928		LOW	0 exact/strong owner(s); 7 family/generic supporting relation(s).	NO
оберег для дома от сглаза и порчи	FAMILY_SHARED		1636048691		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для дома от сглаза на стену	FAMILY_SHARED		2326866320		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для дома чтобы были дети	FAMILY_SHARED		1842444165		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для друга татарина в машину	FAMILY_SHARED		2186766628		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для знака дева	FAMILY_SHARED	2186843798;2186865070		2186843798;2186865070	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
оберег для машины	FAMILY_SHARED		1720131759		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для машины мужской на зеркало	FAMILY_SHARED		2186857668		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для мужчины скорпиона	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
оберег для рака	FAMILY_SHARED		2186796339		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для ребенка	FAMILY_SHARED		1842444165		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег для сестры знак зодиака дева	SKU_SPECIFIC	2186865070			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег для стрелец опал	SKU_SPECIFIC	1720124782			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег защита для воина	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
оберег защитный в машину на зеркало	FAMILY_SHARED		1720124782;1720151850		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег зеркало	FAMILY_SHARED		2183921966;2184199958		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег зеркало на шею	FAMILY_SHARED		1602717077		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег зеркало на шею подвеска	STORE_GENERIC		2184168890;2559817779		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег зеркальный	FAMILY_SHARED		1720147059;2186850644		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
оберег из дерева	FAMILY_SHARED		2271285786		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
оберег из дерева на шею	FAMILY_SHARED		2184133137		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
